id,ra,dec,dist,dist84,dist16,x,y,z,g,bp,rp,class,xtime,seto,SN,xtime_err
3246412538910994944,57.5238400029272,-4.509036051220244,69.39158,69.471054,69.29817,-50.46306193780583,-11.681144433716376,-46.14685982913818,11.148241,11.796051,10.374302,SOLAR_LIKE,2457094.718428603,False,1604,0.28193298
5509513992099970560,105.47605210225721,-47.20576133768514,95.47804,95.591675,95.37555,-19.801357022197408,-88.6944246295041,-29.261005377926477,13.758796,14.935376,12.6805315,SOLAR_LIKE,2457595.9869871493,False,1604,0.35245353
4672212999665226240,49.45847292305589,-65.38303544899213,125.751175,125.91778,125.60102,18.4732549419914,-86.28012011980684,-89.60368875711659,12.077766,12.659317,11.35587,SOLAR_LIKE,2457564.844579926,False,1604,0.5165619
4678530007500799872,63.90587477012849,-59.92564146916134,111.22407,111.362144,111.08592,1.3378475082236037,-82.05025860147148,-75.078818686158,13.563534,14.607647,12.549717,SOLAR_LIKE,2457629.788059624,False,1604,0.4504582
1630633846309403136,253.03588411890297,61.95661059422625,139.35736,139.58745,139.16586,-3.480696497351346,110.30594228695419,85.09272442502815,11.304838,11.735497,10.705865,SOLAR_LIKE,2457508.2625053776,False,1604,0.6875133
2872449014893469568,353.57500739720587,33.33681768273095,102.83022,102.99961,102.66933,-23.722085577863254,88.67175991973656,-46.339746399382506,12.722627,13.5652895,11.822907,SOLAR_LIKE,2457057.9847386535,False,1604,0.53862137
5226971213502377728,173.80346362188777,-72.68010277776895,190.44637,190.85114,190.178,85.65045730717975,-166.38282759880283,-35.42786500800014,12.074897,12.576619,11.407779,SOLAR_LIKE,2457241.4860197273,False,1604,1.097747
1593787085655043200,224.51054781418512,51.85750659965228,148.13933,148.43237,147.85612,3.5727189652134257,83.32237728190889,122.43393004311731,14.428157,15.510525,13.393445,SOLAR_LIKE,2457235.3634903035,False,1604,0.93973505
1048281743201811328,155.5808289105151,59.96965843831736,86.08808,86.16148,86.0026,-49.273278508258954,28.367194655416327,64.62181255846077,13.202383,14.204198,12.208536,SOLAR_LIKE,2456963.6093429667,False,1604,0.2591021
4917278855709789696,23.54128824574754,-50.403968703017014,121.68036,121.86682,121.54461,14.151051811419165,-48.68585922944004,-110.61779995970572,13.439917,14.387561,12.4770155,SOLAR_LIKE,2457111.7409498435,False,1604,0.52545786
1539945787949100928,181.74804967179134,47.14493994652514,107.06503,107.3707,106.786095,-31.759195666910273,23.652054933179244,99.46437864937984,13.813528,14.821625,12.777851,SOLAR_LIKE,2457511.0248190747,False,1604,0.95335895
5322848391234174208,129.347492472843,-50.02042432085308,110.40449,110.552605,110.25225,-4.513080613953207,-109.81910647613196,-10.407003868295238,14.115979,15.255475,13.054597,SOLAR_LIKE,2457136.132423838,False,1604,0.48981187
1675923009431370880,198.38856310063383,62.30537777748986,109.782616,109.89214,109.68209,-30.06021611993765,55.84713560237819,89.59967412740075,10.689707,11.131341,10.0888815,SOLAR_LIKE,2457198.3666556827,False,1604,0.3425498
257351004403223936,68.5411521331454,47.36854192969814,66.89983,66.97299,66.828415,-61.52983426865649,26.198683892424647,-0.13393265385245812,11.884585,12.789738,10.943587,SOLAR_LIKE,2457188.7147907596,False,1604,0.2357736
4861024748455878912,51.39711033280731,-35.003416394250166,87.19496,87.29023,87.11232,-27.15621614243355,-40.17200603919357,-72.45870489389921,13.649941,14.778317,12.594373,SOLAR_LIKE,2457639.89199889,False,1604,0.29013216
4863914917849113344,67.52316960147026,-41.29114242186317,87.66582,87.732254,87.59335,-26.681995282423486,-57.84419923783404,-60.21622089532477,13.425574,14.507877,12.394105,SOLAR_LIKE,2457600.8198687853,False,1604,0.22651684
881433739904863616,118.83368042469701,33.329191858577374,68.70093,68.79435,68.61695,-60.55848195483213,-7.849886535641229,31.426748042072997,12.657022,13.648154,11.665856,SOLAR_LIKE,2457030.521211048,False,1604,0.28929856
